DateKey,ProductKey,SupplierKey,StockReceived,StockSold,StockOnHand
517,24,24,377,29,348
730,14,24,250,36,214
233,16,11,201,51,150
529,5,11,147,53,94
415,3,5,385,379,6
280,43,17,260,14,246
490,24,10,60,23,37
394,28,24,330,83,247
236,30,5,423,4,419
320,31,23,79,63,16
683,14,5,83,33,50
288,7,15,261,193,68
3,22,17,207,164,43
730,28,5,205,103,102
541,23,21,242,12,230
451,14,23,357,56,301
63,28,6,168,49,119
417,3,1,287,64,223
317,31,11,466,274,192
152,23,24,304,209,95
403,30,14,185,76,109
255,21,12,443,252,191
461,15,24,404,66,338
226,31,24,321,253,68
213,28,4,202,136,66
133,22,15,393,62,331
207,43,25,390,334,56
94,3,11,463,6,457
269,13,5,136,60,76
730,15,1,214,156,58
553,21,7,274,128,146
651,28,4,496,257,239
145,16,25,377,316,61
479,14,12,472,96,376
679,13,12,153,24,129
675,3,19,189,75,114
273,15,6,88,27,61
307,11,14,377,59,318
437,13,19,461,226,235
23,21,19,179,143,36
730,3,23,78,13,65
512,31,3,399,285,114
505,22,14,367,251,116
97,1,8,385,233,152
730,43,1,424,338,86
234,28,14,448,1,447
56,11,15,308,159,149
460,9,19,476,164,312
40,13,17,282,48,234
604,1,8,253,162,91
64,30,7,201,194,7
414,13,5,70,10,60
186,24,14,302,64,238
572,15,25,479,195,284
344,21,5,286,186,100
354,16,18,201,60,141
19,15,1,322,293,29
499,5,25,305,31,274
684,28,9,365,28,337
730,15,19,147,147,0
341,5,6,120,16,104
685,36,9,132,10,122
423,9,7,489,59,430
436,5,11,484,202,282
659,21,9,187,111,76
498,36,18,176,44,132
730,23,24,68,13,55
90,15,11,423,254,169
331,7,10,375,306,69
579,31,6,384,241,143
227,30,17,58,7,51
517,23,3,387,355,32
142,21,14,61,34,27
495,17,1,430,414,16
404,21,24,215,126,89
686,36,5,361,106,255
536,23,17,108,26,82
370,9,3,51,19,32
551,15,17,233,161,72
51,22,21,241,39,202
165,36,24,293,216,77
146,43,9,165,23,142
268,3,21,455,216,239
730,21,18,456,403,53
406,21,3,444,36,408
403,15,8,311,157,154
730,21,3,215,202,13
4,24,1,211,120,91
507,24,7,161,89,72
164,9,11,420,292,128
532,28,3,318,228,90
20,22,5,426,390,36
619,21,12,398,57,341
129,31,1,123,28,95
356,22,18,458,55,403
591,28,1,305,111,194
222,5,5,305,132,173
190,9,12,443,146,297
730,3,9,361,347,14
203,24,19,66,17,49
624,23,4,456,447,9
185,24,18,108,71,37
543,14,7,135,50,85
452,3,19,407,1,406
217,15,15,133,93,40
352,15,3,101,64,37
687,36,24,462,202,260
84,13,25,180,133,47
330,11,14,270,268,2
730,13,1,271,25,246
452,28,9,371,237,134
146,7,3,162,101,61
89,36,7,178,71,107
278,5,21,184,71,113
304,9,23,99,7,92
169,24,9,131,124,7
218,16,17,304,106,198
644,7,25,157,79,78
664,1,17,231,152,79
543,3,24,500,93,407
453,15,19,114,12,102
120,17,10,129,7,122
688,3,10,66,39,27
376,43,19,322,31,291
730,21,5,451,147,304
446,21,25,432,394,38
532,1,8,415,307,108
26,13,17,70,17,53
265,36,12,375,295,80
730,7,7,111,22,89
547,4,9,160,19,141
236,3,19,436,158,278
665,14,3,87,84,3
557,36,1,485,389,96
662,4,5,391,175,216
3,23,19,467,62,405
669,15,5,361,21,340
28,13,9,81,9,72
150,15,10,433,141,292
730,16,18,145,145,0
153,14,10,132,82,50
472,21,24,417,294,123
689,13,3,101,56,45
730,23,15,408,337,71
524,15,5,336,237,99
296,1,23,53,52,1
250,23,14,210,112,98
50,36,14,104,99,5
690,31,4,380,205,175
28,23,11,132,71,61
224,3,21,112,46,66
398,43,12,222,61,161
238,23,14,446,410,36
495,24,14,207,189,18
292,9,6,384,114,270
641,36,6,322,65,257
223,15,6,140,45,95
459,14,8,419,112,307
691,4,8,69,7,62
730,5,18,296,95,201
730,21,10,89,34,55
103,36,12,193,161,32
346,36,4,311,277,34
310,21,5,376,9,367
632,31,18,253,151,102
355,15,18,195,180,15
343,16,21,54,25,29
42,17,25,322,64,258
247,5,6,372,329,43
218,14,11,369,105,264
675,36,4,366,133,233
324,21,18,417,96,321
227,14,18,173,136,37
420,31,4,266,220,46
596,21,6,160,44,116
299,14,3,159,145,14
259,17,19,58,16,42
460,28,6,443,251,192
730,16,12,419,116,303
730,11,11,217,197,20
730,31,9,270,214,56
307,22,23,434,152,282
114,31,1,489,102,387
128,30,10,118,87,31
137,24,3,59,51,8
340,28,10,94,58,36
451,36,24,436,157,279
692,15,9,195,174,21
693,36,14,323,143,180
454,7,9,467,111,356
80,11,14,464,445,19
687,1,14,263,230,33
730,24,21,241,59,182
326,14,10,292,103,189
730,31,19,230,223,7
115,21,24,471,97,374
546,36,24,244,83,161
31,3,12,211,72,139
114,36,7,426,328,98
317,28,21,198,144,54
72,21,11,53,45,8
181,13,15,174,7,167
315,28,8,139,18,121
526,5,5,422,341,81
654,28,23,215,65,150
694,15,6,243,82,161
262,7,10,251,76,175
303,13,17,66,39,27
647,14,4,258,182,76
686,14,15,222,197,25
228,16,6,453,14,439
143,31,23,351,320,31
667,11,10,97,68,29
557,21,19,270,10,260
579,14,25,182,32,150
695,1,1,375,39,336
341,5,18,406,102,304
730,14,21,474,226,248
730,5,18,320,206,114
730,4,10,292,50,242
730,7,18,248,8,240
301,30,7,479,220,259
531,7,11,449,70,379
436,36,15,414,262,152
551,22,6,419,394,25
585,22,10,380,103,277
347,9,9,330,304,26
730,16,18,347,285,62
539,14,15,293,250,43
219,11,24,146,42,104
548,43,25,440,331,109
336,17,7,391,258,133
241,7,19,298,176,122
380,14,19,331,285,46
15,5,3,499,245,254
138,16,12,371,328,43
111,11,12,94,60,34
148,7,15,132,89,43
730,1,5,59,4,55
391,13,8,233,55,178
730,13,4,298,230,68
306,14,10,213,91,122
643,21,18,107,51,56
263,30,10,390,10,380
95,43,18,389,51,338
217,11,17,397,70,327
237,43,19,122,27,95
590,7,8,140,98,42
476,22,17,154,126,28
632,17,10,396,62,334
72,4,4,223,189,34
730,9,21,434,419,15
45,7,21,218,203,15
730,5,19,134,97,37
9,11,11,261,191,70
675,5,12,292,187,105
696,14,19,154,83,71
48,24,21,212,98,114
426,36,14,269,101,168
434,23,24,61,24,37
245,22,23,74,45,29
650,7,5,155,57,98
596,24,4,201,14,187
730,11,5,274,163,111
186,43,15,380,93,287
730,31,7,191,125,66
143,21,21,462,179,283
139,21,7,263,183,80
26,21,3,228,28,200
226,4,21,112,56,56
343,13,12,474,217,257
211,16,1,238,160,78
462,17,1,198,69,129
196,31,21,376,131,245
255,36,3,225,73,152
730,1,14,380,184,196
243,24,19,477,419,58
465,36,17,279,9,270
115,1,11,338,143,195
39,5,24,226,124,102
541,14,25,410,373,37
730,28,7,87,35,52
408,4,4,102,64,38
29,36,6,82,78,4
151,4,1,439,173,266
617,9,21,307,152,155
372,9,19,448,99,349
315,15,4,307,83,224
585,13,10,277,217,60
671,24,5,440,172,268
697,21,23,97,75,22
694,24,21,223,153,70
111,13,10,209,193,16
345,5,11,145,102,43
542,5,4,254,107,147
543,9,23,329,274,55
575,21,18,195,171,24
601,17,3,124,112,12
264,22,17,281,241,40
258,22,24,298,283,15
148,7,21,123,91,32
507,23,6,345,61,284
321,1,11,469,420,49
730,13,25,107,57,50
183,15,5,445,62,383
38,4,12,206,194,12
730,22,19,452,344,108
579,24,25,368,100,268
508,21,5,487,318,169
114,7,19,343,334,9
601,5,3,218,165,53
391,31,7,461,98,363
293,21,25,168,167,1
634,28,18,119,24,95
350,4,1,463,24,439
575,5,1,90,32,58
674,3,3,136,12,124
587,22,8,320,312,8
253,43,25,430,352,78
640,4,17,126,110,16
590,23,12,492,380,112
730,9,9,255,35,220
171,28,7,78,62,16
340,22,18,500,477,23
437,43,21,148,71,77
375,7,12,110,110,0
114,11,18,323,212,111
192,30,17,284,46,238
146,23,11,359,30,329
272,1,4,108,4,104
351,21,17,119,65,54
7,22,15,433,60,373
399,30,8,207,159,48
698,7,6,72,37,35
326,7,1,312,50,262
550,9,23,65,9,56
504,23,4,80,9,71
532,17,18,400,100,300
699,17,14,446,430,16
229,17,24,189,16,173
10,13,11,279,137,142
240,3,15,448,95,353
155,15,5,395,265,130
6,43,24,95,15,80
281,7,12,408,214,194
16,13,14,237,96,141
515,28,25,421,48,373
101,13,23,368,178,190
365,22,24,69,45,24
730,21,24,131,37,94
192,23,12,215,56,159
584,30,18,203,54,149
320,17,25,142,14,128
387,13,24,333,265,68
36,43,9,74,2,72
119,28,19,222,110,112
415,3,5,361,320,41
111,21,14,353,105,248
349,14,12,199,83,116
192,31,23,217,37,180
198,21,23,450,376,74
730,4,5,470,76,394
432,16,12,90,7,83
242,5,4,186,42,144
448,24,11,176,17,159
549,14,19,461,130,331
561,15,21,78,52,26
80,13,14,126,33,93
730,15,7,220,63,157
730,4,3,272,217,55
61,1,10,71,3,68
193,7,8,263,236,27
372,28,7,404,134,270
548,28,23,173,11,162
508,17,6,81,7,74
431,14,9,483,250,233
26,36,21,205,165,40
11,1,8,354,88,266
359,7,18,142,28,114
422,9,19,422,345,77
568,13,19,95,34,61
372,21,11,191,96,95
564,1,17,330,119,211
602,30,1,323,251,72
433,30,24,116,45,71
195,36,8,216,206,10
464,28,4,218,35,183
3,14,21,281,193,88
300,31,1,225,165,60
251,21,4,489,362,127
695,14,6,478,362,116
479,28,23,256,151,105
588,21,14,234,108,126
334,22,9,337,251,86
23,9,21,430,290,140
553,21,8,285,120,165
220,28,5,142,59,83
601,21,7,240,220,20
48,31,1,109,1,108
468,21,11,210,156,54
586,13,18,401,188,213
517,4,19,297,18,279
542,28,24,77,22,55
471,28,6,96,53,43
207,13,6,126,65,61
393,11,9,332,12,320
157,43,19,312,199,113
730,43,8,372,260,112
622,7,11,97,87,10
45,24,9,67,36,31
73,36,17,217,130,87
639,15,11,329,262,67
187,36,10,456,183,273
295,21,8,181,30,151
149,15,23,347,227,120
447,1,4,250,169,81
476,13,8,430,226,204
11,21,25,282,34,248
566,13,19,358,232,126
553,17,6,55,41,14
521,30,18,265,56,209
93,23,18,369,127,242
224,3,4,212,151,61
99,43,21,269,74,195
677,30,18,436,229,207
69,4,4,204,80,124
531,23,17,200,123,77
658,43,5,193,87,106
376,23,7,116,63,53
489,5,12,209,176,33
526,9,25,241,22,219
730,1,11,460,222,238
78,22,5,297,70,227
271,14,3,264,251,13
534,13,18,109,20,89
491,31,4,195,100,95
344,23,24,400,212,188
650,14,7,462,283,179
554,21,3,406,67,339
504,5,18,50,40,10
730,21,25,130,11,119
660,13,15,287,54,233
345,4,9,455,389,66
548,4,5,353,235,118
272,5,10,96,20,76
431,36,1,445,137,308
55,28,3,430,176,254
440,17,23,170,133,37
730,3,12,423,412,11
730,21,15,397,182,215
568,5,11,220,20,200
500,21,1,407,110,297
175,7,24,334,143,191
606,36,21,80,68,12
54,22,3,111,64,47
375,14,12,404,131,273
304,1,3,84,30,54
274,21,15,454,284,170
623,30,7,469,36,433
194,43,5,306,280,26
490,16,12,66,19,47
255,31,3,238,9,229
106,36,5,157,6,151
117,28,10,431,289,142
547,9,8,256,167,89
26,14,8,239,92,147
570,11,17,235,75,160
683,21,4,425,123,302
650,3,11,464,78,386
147,15,1,69,49,20
669,5,10,200,93,107
700,13,5,387,238,149
627,5,23,200,148,52
160,11,25,366,122,244
357,5,24,107,38,69
560,3,8,290,107,183
521,24,23,105,28,77
473,24,17,155,44,111
291,5,8,219,41,178
464,16,12,480,159,321
307,30,9,156,6,150
192,31,25,272,11,261
514,3,15,457,145,312
280,9,24,336,313,23
130,23,10,64,12,52
222,21,9,446,231,215
422,3,11,364,323,41
586,24,7,85,27,58
525,16,8,165,162,3
185,21,4,269,228,41
671,16,19,220,219,1
132,9,25,348,119,229
210,43,4,291,286,5
287,16,18,135,48,87
192,30,7,55,40,15
93,43,25,143,143,0
222,24,15,424,414,10
249,4,15,206,67,139
23,5,9,427,397,30
701,16,19,155,136,19
730,24,3,359,82,277
730,11,17,344,166,178
469,11,24,344,334,10
609,22,24,96,20,76
51,17,8,75,59,16
346,7,10,128,35,93
695,30,4,378,30,348
47,28,23,146,3,143
155,9,4,64,60,4
616,23,19,247,202,45
352,14,6,276,127,149
265,21,8,347,264,83
482,13,10,289,21,268
52,4,19,222,163,59
171,13,12,389,241,148
269,23,1,284,123,161
639,21,12,373,82,291
730,24,5,498,24,474
159,16,18,96,27,69
377,13,18,278,221,57
174,15,10,73,53,20
323,4,23,279,210,69
730,11,17,450,216,234
662,43,5,445,220,225
681,21,11,434,334,100
664,7,24,206,109,97
525,21,12,110,35,75
62,13,6,96,15,81
653,4,3,264,12,252
109,21,17,116,80,36
535,4,15,80,70,10
521,21,19,152,97,55
442,16,14,86,18,68
379,16,14,89,49,40
39,13,18,175,38,137
730,1,6,267,61,206
259,22,25,270,88,182
573,30,4,144,139,5
428,23,3,265,123,142
496,7,25,402,386,16
730,7,5,482,341,141
431,21,11,277,14,263
609,14,6,419,241,178
730,30,21,180,1,179
702,31,10,100,7,93
478,11,24,58,23,35
307,5,10,161,56,105
509,9,23,367,169,198
214,22,25,494,122,372
132,1,11,354,233,121
334,36,6,179,85,94
703,16,23,380,61,319
109,16,24,143,56,87
193,1,10,428,255,173
730,15,15,258,142,116
222,22,14,442,210,232
33,13,19,255,89,166
656,11,17,83,16,67
730,22,12,223,46,177
628,7,4,95,43,52
280,16,25,100,34,66
16,4,1,368,92,276
152,13,15,272,180,92
209,22,17,384,73,311
198,16,5,373,123,250
730,16,8,128,40,88
328,1,17,457,136,321
730,5,25,259,196,63
88,5,24,63,38,25
555,23,11,84,5,79
418,28,6,290,122,168
652,30,19,232,87,145
356,21,10,393,228,165
209,5,6,164,59,105
500,3,8,282,109,173
34,13,6,454,192,262
576,5,11,449,97,352
387,24,3,493,485,8
475,23,1,259,229,30
53,3,23,254,161,93
629,15,23,136,15,121
704,16,14,323,71,252
502,21,9,180,28,152
456,23,19,240,193,47
730,1,6,90,9,81
550,30,12,301,16,285
705,31,17,360,241,119
476,43,15,224,20,204
656,21,14,410,27,383
31,7,24,455,130,325
462,21,10,93,26,67
184,24,17,124,76,48
284,23,24,283,49,234
366,43,14,278,109,169
616,36,12,213,15,198
730,9,15,235,25,210
664,7,1,206,126,80
730,15,4,363,353,10
169,22,19,207,165,42
283,13,6,417,149,268
95,36,6,385,142,243
643,5,12,492,19,473
206,13,12,392,66,326
238,16,3,400,367,33
435,11,6,476,151,325
156,4,8,397,11,386
438,21,12,440,293,147
27,21,3,440,358,82
21,43,3,329,123,206
217,9,21,329,50,279
103,30,14,160,150,10
465,14,9,381,331,50
76,30,6,407,76,331
583,17,14,142,49,93
308,30,12,210,150,60
730,5,11,218,31,187
233,30,17,297,42,255
7,14,18,260,122,138
1,21,8,132,99,33
28,4,5,412,156,256
521,9,24,118,42,76
695,23,10,209,187,22
469,13,5,206,110,96
254,9,7,447,61,386
642,9,7,420,266,154
10,5,17,157,90,67
647,22,18,229,165,64
384,4,11,154,133,21
460,3,21,247,198,49
388,4,7,205,77,128
595,22,24,265,159,106
176,23,18,236,159,77
39,36,25,307,304,3
699,43,1,475,322,153
191,9,10,300,205,95
541,23,15,169,157,12
157,15,15,313,87,226
439,9,25,296,277,19
588,14,14,357,185,172
730,14,18,160,38,122
489,1,1,192,55,137
192,16,12,373,39,334
35,13,15,137,57,80
374,30,24,411,120,291
312,23,11,361,285,76
2,4,12,270,152,118
706,22,24,262,47,215
91,9,15,53,1,52
434,4,18,78,44,34
520,11,4,58,31,27
487,11,18,146,96,50
730,9,7,156,127,29
653,24,9,447,233,214
154,9,15,413,24,389
278,43,17,341,208,133
85,21,18,200,54,146
229,28,7,462,427,35
565,21,9,496,351,145
290,31,1,206,195,11
730,31,8,355,299,56
653,1,11,426,288,138
90,13,15,158,81,77
17,15,1,293,104,189
98,11,18,122,72,50
500,17,19,357,243,114
328,11,19,107,94,13
730,30,6,135,81,54
487,17,21,481,439,42
552,9,17,271,245,26
730,13,1,92,51,41
184,3,4,78,59,19
277,15,8,126,102,24
610,16,7,289,276,13
178,9,24,310,168,142
536,11,10,195,61,134
144,13,25,211,183,28
614,15,11,451,49,402
507,36,11,487,6,481
89,24,11,182,155,27
509,22,15,395,312,83
665,30,3,381,173,208
94,23,24,248,61,187
575,23,8,119,10,109
532,5,5,244,136,108
41,11,15,465,404,61
197,36,18,279,68,211
39,30,17,492,82,410
32,43,11,60,50,10
526,1,1,187,8,179
333,9,10,492,250,242
16,17,6,360,335,25
625,17,14,271,123,148
730,11,17,404,81,323
203,5,18,96,92,4
308,36,23,343,219,124
406,5,21,233,203,30
146,22,7,349,293,56
730,30,21,99,68,31
538,30,14,339,49,290
448,11,4,195,182,13
707,9,6,314,276,38
1,43,1,335,66,269
575,16,15,430,335,95
340,21,15,126,119,7
421,13,12,443,356,87
708,15,8,211,195,16
216,15,11,444,344,100
556,21,19,213,4,209
4,15,24,165,28,137
730,24,7,114,56,58
706,30,24,376,211,165
647,3,14,186,21,165
580,17,21,474,53,421
14,21,3,209,49,160
449,43,25,219,174,45
470,28,12,104,89,15
68,36,12,88,30,58
195,15,4,187,41,146
619,14,3,400,174,226
229,17,24,233,95,138
588,31,1,429,256,173
730,11,19,86,70,16
730,22,23,249,121,128
88,30,5,186,35,151
335,30,14,101,46,55
556,7,19,267,191,76
646,15,23,289,243,46
287,24,10,190,152,38
214,21,17,160,18,142
571,17,12,404,181,223
128,31,1,473,259,214
588,22,18,303,271,32
316,28,15,416,269,147
21,43,23,288,265,23
159,5,12,308,38,270
730,43,23,168,73,95
9,22,4,454,93,361
2,7,10,475,386,89
206,17,3,234,3,231
588,31,14,90,47,43
659,16,14,210,11,199
730,23,10,346,44,302
164,23,5,487,89,398
140,17,9,124,11,113
142,7,12,316,37,279
730,9,25,271,100,171
359,43,6,436,51,385
234,43,3,461,101,360
500,1,6,62,36,26
70,36,23,494,358,136
153,13,10,143,68,75
529,13,24,166,53,113
560,21,9,51,41,10
360,4,4,445,211,234
634,43,6,395,293,102
376,22,12,344,198,146
461,36,12,187,17,170
39,30,12,255,146,109
224,3,10,365,55,310
624,11,8,488,482,6
33,21,17,421,61,360
342,1,6,237,15,222
304,13,18,93,56,37
150,13,21,234,43,191
678,36,12,235,110,125
410,17,15,426,12,414
88,9,6,111,74,37
389,11,6,481,279,202
354,43,10,318,243,75
652,31,7,472,389,83
273,15,23,440,243,197
471,7,4,136,103,33
489,31,18,97,87,10
730,1,11,261,33,228
697,9,12,95,22,73
701,21,11,445,271,174
460,11,11,232,142,90
550,4,17,57,3,54
563,5,14,197,5,192
592,17,7,420,216,204
730,21,23,496,266,230
226,1,9,429,404,25
456,43,14,327,34,293
709,14,11,211,73,138
175,21,19,266,130,136
538,1,24,65,12,53
495,24,6,178,167,11
218,14,24,52,11,41
437,43,15,359,212,147
545,4,10,449,188,261
489,23,8,227,41,186
237,21,4,250,100,150
58,43,8,409,184,225
63,23,18,205,18,187
565,7,14,387,307,80
710,4,15,171,91,80
730,28,15,360,329,31
730,21,11,100,35,65
390,21,6,482,425,57
615,24,11,391,78,313
264,11,7,128,1,127
214,3,24,422,78,344
313,16,24,461,396,65
226,7,18,201,118,83
711,24,18,112,25,87
10,3,17,353,155,198
458,16,3,441,343,98
668,43,4,255,206,49
559,21,7,59,23,36
8,24,4,344,281,63
467,11,24,471,166,305
29,5,10,168,46,122
641,30,7,232,217,15
48,3,7,375,320,55
315,7,15,377,10,367
174,28,3,242,222,20
712,14,1,75,20,55
443,31,10,195,54,141
251,15,14,444,246,198
730,13,25,330,137,193
16,11,11,433,387,46
19,3,3,397,317,80
557,14,9,148,51,97
673,16,10,369,312,57
81,9,6,218,144,74
522,23,9,109,2,107
730,15,9,114,85,29
706,15,9,205,200,5
659,16,5,292,93,199
405,36,21,196,11,185
730,13,3,416,190,226
500,16,15,356,57,299
1,13,24,174,39,135
356,30,18,267,237,30
730,36,14,178,24,154
230,7,3,259,254,5
713,3,10,499,69,430
365,16,24,218,53,165
277,15,18,254,58,196
635,21,11,296,168,128
651,28,14,116,109,7
485,15,5,251,152,99
287,31,23,303,149,154
645,23,12,236,57,179
661,24,9,103,7,96
281,21,3,305,259,46
730,43,8,358,9,349
4,23,10,263,21,242
436,1,3,85,35,50
283,16,8,372,199,173
677,7,19,341,92,249
122,7,1,119,6,113
714,15,7,66,9,57
491,23,23,399,116,283
483,43,17,95,59,36
322,1,19,220,208,12
194,13,7,363,339,24
416,43,24,120,69,51
730,4,21,397,103,294
730,9,25,211,81,130
38,17,18,104,98,6
598,14,14,382,39,343
139,36,17,493,167,326
476,30,17,341,133,208
475,23,14,454,429,25
270,30,10,302,2,300
730,21,14,277,200,77
520,5,23,300,124,176
663,16,1,236,39,197
730,28,18,159,16,143
730,23,17,440,42,398
494,13,9,261,106,155
730,23,11,148,27,121
686,3,9,457,377,80
392,24,11,343,94,249
513,28,12,406,2,404
499,13,14,472,308,164
335,31,5,217,120,97
730,36,1,267,146,121
126,24,18,345,245,100
573,24,12,400,155,245
314,21,19,435,37,398
481,17,18,229,160,69
615,7,23,181,162,19
209,1,1,211,192,19
686,9,7,136,22,114
555,15,9,144,28,116
174,4,11,62,14,48
224,11,9,171,131,40
413,1,15,209,190,19
137,21,18,368,103,265
44,31,19,130,30,100
655,7,18,307,220,87
730,30,25,448,285,163
257,16,21,184,67,117
354,9,18,138,29,109
227,28,3,167,162,5
355,11,17,430,408,22
661,7,17,202,50,152
399,23,7,264,163,101
267,36,15,118,24,94
324,21,11,414,66,348
593,21,12,488,485,3
533,3,14,244,189,55
184,4,1,324,179,145
161,13,15,369,35,334
219,7,8,484,359,125
616,4,24,243,212,31
202,28,12,479,201,278
260,36,18,235,23,212
730,14,12,194,141,53
546,43,9,447,258,189
63,3,23,64,37,27
74,17,5,293,32,261
452,15,12,334,23,311
643,23,6,496,336,160
10,24,12,302,189,113
97,22,3,422,108,314
190,24,7,228,52,176
308,24,8,198,138,60
10,16,9,244,57,187
666,43,9,270,104,166
107,15,4,408,139,269
655,28,15,386,20,366
715,15,18,88,86,2
53,31,15,147,100,47
694,14,21,302,50,252
700,4,24,199,41,158
214,15,18,236,152,84
694,3,25,102,87,15
664,17,18,335,42,293
527,5,18,180,101,79
193,21,24,196,29,167
293,21,8,401,159,242
56,22,19,219,48,171
341,24,23,355,212,143
730,4,15,188,151,37
360,9,14,272,119,153
84,21,4,423,412,11
221,43,11,344,198,146
629,30,7,92,82,10
42,28,19,496,429,67
730,1,23,372,327,45
298,1,21,257,126,131
210,21,21,406,163,243
620,14,23,57,39,18
716,15,3,444,12,432
52,7,21,354,142,212
495,7,15,137,10,127
222,30,11,257,61,196
15,24,21,117,28,89
397,31,14,293,111,182
270,14,8,335,245,90
698,17,12,488,254,234
198,1,7,170,101,69
707,21,11,104,103,1
730,4,15,241,203,38
532,13,17,486,159,327
631,5,7,392,290,102
652,14,12,151,101,50
717,43,25,115,60,55
261,3,12,453,371,82
345,15,8,217,28,189
528,30,10,212,101,111
49,14,15,500,260,240
730,13,25,391,306,85
207,23,7,165,114,51
382,15,17,366,109,257
387,21,24,136,86,50
529,17,10,208,117,91
174,16,19,80,64,16
730,36,17,487,281,206
377,30,23,288,23,265
730,7,18,404,40,364
66,7,6,291,195,96
730,4,4,453,56,397
665,24,19,193,34,159
494,43,1,482,214,268
282,30,21,77,11,66
606,5,21,207,55,152
112,17,9,268,202,66
377,4,21,386,325,61
305,28,18,71,27,44
315,4,3,447,307,140
558,28,25,135,63,72
474,13,14,378,157,221
223,3,10,403,353,50
705,11,12,347,289,58
730,1,5,328,168,160
636,7,21,93,68,25
410,3,14,450,292,158
602,1,6,447,230,217
598,30,7,279,17,262
576,9,17,235,90,145
200,43,9,56,39,17
409,22,17,416,80,336
111,17,25,247,244,3
141,1,19,234,41,193
664,13,18,231,168,63
257,28,19,104,38,66
193,43,5,399,164,235
718,28,12,290,219,71
246,14,15,443,220,223
26,21,14,395,229,166
719,22,21,76,12,64
537,17,25,451,135,316
37,31,25,437,40,397
241,15,5,89,42,47
569,1,10,93,64,29
500,21,24,224,171,53
51,14,12,148,12,136
43,22,24,119,23,96
319,5,24,387,365,22
567,28,8,185,27,158
443,5,7,483,435,48
326,22,21,328,328,0
337,21,5,487,32,455
42,31,12,344,214,130
591,9,23,319,19,300
444,36,17,260,116,144
154,5,9,213,90,123
623,24,9,413,128,285
558,15,12,317,199,118
196,13,24,101,14,87
370,1,7,233,171,62
117,36,3,421,378,43
108,43,18,335,60,275
122,5,4,396,246,150
157,43,23,468,410,58
580,30,23,110,12,98
577,7,6,451,287,164
587,21,17,139,136,3
369,31,12,232,126,106
377,14,4,275,12,263
83,23,18,467,144,323
8,1,6,495,306,189
582,13,12,67,67,0
519,7,25,95,93,2
306,43,8,189,120,69
641,30,7,409,77,332
466,16,12,124,116,8
216,5,10,278,79,199
456,23,3,429,184,245
2,31,10,333,244,89
49,36,3,84,58,26
680,9,19,108,49,59
38,30,10,458,367,91
207,21,18,97,84,13
496,21,25,347,77,270
580,1,10,466,325,141
673,28,7,295,61,234
730,4,19,154,103,51
518,4,1,263,180,83
730,15,12,437,67,370
578,21,10,465,78,387
509,15,10,205,48,157
730,23,15,384,189,195
490,1,5,237,89,148
264,16,18,127,17,110
300,31,17,429,427,2
85,14,4,248,186,62
226,30,25,201,88,113
467,22,24,346,279,67
276,3,10,394,285,109
490,16,6,422,375,47
277,21,17,405,19,386
103,3,6,81,65,16
201,31,12,273,126,147
630,13,19,105,78,27
270,30,7,190,100,90
376,11,8,144,22,122
712,11,3,255,30,225
312,36,25,408,274,134
654,7,3,61,42,19
608,14,6,86,84,2
618,4,17,304,239,65
617,23,17,298,220,78
486,3,11,71,71,0
286,1,5,185,68,117
475,23,11,423,127,296
620,7,4,157,12,145
378,43,23,330,316,14
63,1,8,185,17,168
289,17,25,108,21,87
230,24,5,449,201,248
62,24,18,396,104,292
289,23,21,406,387,19
430,28,6,271,251,20
400,22,8,273,20,253
345,22,24,458,21,437
730,5,8,170,103,67
551,9,19,432,118,314
305,36,18,350,94,256
730,16,1,415,208,207
720,43,4,143,16,127
618,5,1,354,207,147
730,24,15,195,105,90
223,24,15,453,68,385
80,7,3,392,209,183
242,9,18,464,464,0
546,7,12,282,80,202
730,23,10,476,18,458
117,31,14,244,144,100
391,7,23,373,39,334
367,30,9,348,31,317
226,1,23,241,105,136
372,22,19,305,118,187
558,23,14,166,17,149
196,23,7,407,343,64
535,30,21,218,8,210
225,1,19,72,55,17
721,15,19,484,85,399
369,17,3,276,33,243
522,31,5,394,74,320
730,36,21,411,111,300
234,23,24,76,14,62
66,43,17,207,201,6
284,4,11,346,5,341
505,15,12,279,142,137
24,5,3,54,27,27
730,23,15,180,180,0
408,22,4,258,132,126
272,5,25,185,161,24
70,30,5,396,328,68
106,4,7,149,18,131
261,21,17,150,100,50
75,36,18,333,103,230
426,21,12,202,58,144
615,23,23,118,31,87
612,30,8,75,42,33
361,7,18,442,129,313
180,16,4,450,204,246
97,3,15,122,59,63
730,15,24,386,165,221
385,21,19,315,217,98
73,7,3,283,259,24
713,7,24,68,6,62
506,21,24,258,124,134
662,30,4,70,17,53
599,9,8,136,90,46
539,16,11,415,279,136
278,23,18,375,262,113
730,24,4,488,374,114
444,1,4,499,216,283
419,13,21,395,276,119
348,11,18,305,287,18
601,17,3,259,35,224
491,22,25,500,298,202
418,17,9,349,249,100
193,28,18,430,183,247
31,4,3,359,16,343
301,21,18,164,106,58
165,1,24,126,74,52
411,24,25,99,65,34
377,23,4,447,69,378
457,36,12,171,46,125
402,4,17,306,116,190
714,21,7,280,246,34
399,13,15,62,42,20
572,1,5,490,147,343
387,24,23,367,313,54
535,7,12,465,357,108
289,14,24,212,196,16
