DateKey,ProductKey,CustomerKey,SupplierKey,ShipperKey,QuantitySold,TotalAmount,DiscountAmount,NetAmount
243,24,1,19,17,57,36600.27,42.44,36557.83
465,36,2,17,4,26,24739.78,58.97,24680.81
115,1,1,11,15,76,49578.6,42.23,49536.37
39,5,3,24,16,29,19141.45,190.12,18951.33
541,14,3,25,15,83,38270.47,67.77,38202.7
730,28,2,7,17,33,1525.59,8.21,1517.38
408,4,1,4,17,19,6916.19,70.21,6845.98
29,36,3,6,15,25,23788.25,188.97,23599.28
151,4,2,1,2,32,11648.32,42.0,11606.32
617,9,2,21,15,27,11693.7,27.04,11666.66
372,9,3,19,8,19,8228.9,81.93,8146.969999999999
315,15,3,4,4,98,67952.22,162.12,67790.1
585,13,3,10,16,20,16948.6,34.76,16913.84
671,24,3,5,8,4,2568.44,123.65,2444.79
697,21,1,23,4,52,49479.56,57.85,49421.71
694,24,1,21,8,38,24400.18,109.9,24290.28
111,13,1,10,16,58,49150.94,154.4,48996.53999999999
345,5,1,11,15,75,49503.75,30.18,49473.57
542,5,2,4,17,27,17821.35,155.08,17666.269999999997
543,9,1,23,16,72,31183.2,76.67,31106.53
575,21,3,18,15,34,32352.02,196.87,32155.15
601,17,3,3,15,65,54612.350000000006,109.41,54502.94
264,22,3,17,2,36,31422.6,245.61,31176.99
258,22,3,24,8,94,82047.90000000001,23.52,82024.38
148,7,3,21,4,72,4896.72,2.3,4894.42
507,23,2,6,16,46,45775.98,138.26,45637.72
321,1,1,11,2,92,60016.2,138.38,59877.82000000001
730,13,3,25,4,37,31354.91,128.39,31226.52
183,15,2,5,4,43,29815.77,31.26,29784.51
38,4,2,12,2,43,15652.43,72.88,15579.55
730,22,3,19,15,41,35786.85,67.44,35719.41
579,24,1,25,15,44,28252.84,107.79,28145.05
508,21,2,5,16,99,42876.9,77.98,42798.92
114,7,1,19,16,51,3468.51,5.95,3462.5600000000004
601,5,1,3,16,56,36962.8,8.89,36953.91
391,31,2,7,4,2,457.64,56.61,401.03
293,21,1,25,4,21,9095.1,8.39,9086.71
634,28,3,18,17,18,832.14,7.61,824.53
350,4,1,1,4,28,10192.28,41.26,10151.02
575,5,2,1,8,46,30362.3,3.87,30358.43
674,3,2,3,15,94,36337.58,74.38,36263.2
587,22,1,8,15,44,38405.4,30.12,38375.28
253,43,3,25,15,51,13699.11,32.15,13666.96
640,4,3,17,17,52,18928.52,95.46,18833.06
590,23,3,12,8,100,99513.0,236.05,99276.95
730,9,1,9,2,8,3464.8,63.42,3401.38
171,28,3,7,8,77,3559.71,7.39,3552.32
340,22,2,18,8,70,61099.5,4.64,61094.86
437,43,3,21,16,32,8595.52,68.46,8527.060000000001
375,7,2,12,2,94,6392.9400000000005,11.98,6380.960000000001
114,11,3,18,2,58,53957.4,174.12,53783.27999999999
192,30,2,17,16,27,11659.14,113.46,11545.68
146,23,3,11,17,74,73639.62,101.98,73537.64
272,1,2,4,4,90,58711.5,40.84,58670.66
351,21,3,17,8,32,31844.16,221.49,31622.67
7,22,3,15,4,63,54989.55,155.78,54833.77
399,30,3,8,17,17,7340.94,46.24,7294.7
698,7,3,6,8,10,680.1,17.83,662.27
326,7,1,1,2,23,1564.23,14.28,1549.95
550,9,1,23,17,43,18623.3,54.08,18569.22
504,23,3,4,2,56,55727.28,240.43,55486.85
532,17,1,18,2,60,50411.4,203.45,50207.95
699,17,2,14,16,9,7561.710000000001,178.68,7383.030000000001
229,17,1,24,8,82,68895.58,232.36,68663.22
10,13,1,11,2,33,27965.19,58.85,27906.34
240,3,2,15,2,1,386.57,87.65,298.92
155,15,1,5,4,31,21495.09,3.12,21491.97
6,43,1,24,2,49,13161.89,27.12,13134.77
281,7,3,12,4,27,1836.27,8.53,1827.74
16,13,1,14,15,47,39829.21,93.23,39735.98
515,28,3,25,4,64,2958.72,11.3,2947.42
101,13,2,23,16,91,77116.12999999999,136.99,76979.13999999998
365,22,3,24,15,38,33168.3,90.58,33077.72
730,21,3,24,8,57,2635.11,3.26,2631.8499999999995
192,23,1,12,15,14,13931.82,214.62,13717.2
584,30,3,18,16,37,15977.34,71.1,15906.24
320,17,3,25,8,48,40329.12,78.01,40251.11
387,13,3,24,17,26,22033.18,113.2,21919.98
36,43,3,9,16,84,22563.24,22.7,22540.54
119,28,3,19,15,92,4253.16,0.37,4252.79
415,3,2,5,4,88,34018.16,21.61,33996.55
111,21,2,14,8,49,41524.07,250.34,41273.73
349,14,3,12,2,22,10143.98,131.01,10012.97
192,31,1,23,15,30,6864.599999999999,22.08,6842.52
198,21,1,23,2,80,76122.4,94.41,76027.98999999999
730,4,3,5,16,93,33852.93,107.61,33745.32
432,16,1,12,4,66,42973.26,3.3,42969.96
242,5,3,4,4,58,38282.9,144.32,38138.58
448,24,1,11,4,27,17336.97,138.5,17198.47
549,14,1,19,8,3,1383.27,72.58,1310.69
561,15,1,21,16,4,2773.56,54.95,2718.61
80,13,3,14,2,96,81353.28,34.04,81319.24
730,15,1,7,2,84,58244.76,29.27,58215.490000000005
730,4,2,3,8,14,5096.139999999999,9.45,5086.69
61,1,3,10,16,43,28051.05,2.49,28048.56
193,7,1,8,16,1,68.01,10.2,57.81
372,28,2,7,16,53,2450.19,9.52,2440.67
548,28,1,23,4,38,1756.7399999999998,7.45,1749.2899999999995
508,17,2,6,15,67,56292.73,188.25,56104.48
431,14,2,9,16,86,39653.74,80.21,39573.53
26,36,3,21,4,10,9515.3,177.7,9337.6
11,1,1,8,17,76,49578.6,97.23,49481.37
359,7,3,18,4,31,2108.31,6.46,2101.85
422,9,2,19,16,19,8228.9,19.74,8209.16
568,13,3,19,2,75,63557.24999999999,44.7,63512.55
372,21,1,11,16,34,21831.74,151.45,21680.29
564,1,2,17,8,66,43055.1,44.38,43010.72
602,30,2,1,2,37,15977.34,122.65,15854.69
433,30,3,24,17,89,38431.98,57.44,38374.53999999999
195,36,2,8,16,84,79928.52,184.06,79744.46
464,28,1,4,16,69,3189.87,6.31,3183.56
3,14,3,21,4,19,8760.71,78.7,8682.009999999998
300,31,3,1,2,37,8466.34,12.36,8453.98
251,21,2,4,4,20,19902.6,114.14,19788.46
695,14,2,6,4,72,33198.48,128.76,33069.719999999994
479,28,2,23,2,14,647.2199999999999,2.36,644.8599999999999
588,21,1,14,17,18,832.14,0.83,831.31
334,22,3,9,16,54,47133.9,225.22,46908.68
23,9,1,21,2,62,26852.2,124.96,26727.24
553,21,2,8,4,97,4484.31,7.32,4476.99
220,28,1,5,8,45,2080.35,10.45,2069.9
601,21,3,7,8,72,49924.08,201.42,49722.66
48,31,3,1,16,59,13500.38,51.25,13449.13
468,21,1,11,16,40,17272.8,123.75,17149.05
586,13,3,18,2,84,71184.12,217.11,70967.01
517,4,1,19,15,10,3640.1,64.73,3575.37
542,28,3,24,8,20,924.6,7.99,916.61
471,28,2,6,15,17,785.91,13.84,772.0699999999999
207,13,2,6,4,43,36439.49,6.44,36433.05
393,11,2,9,8,70,65121.0,153.87,64967.13
157,43,3,19,16,57,15310.77,30.55,15280.22
730,43,1,8,4,54,14504.94,58.83,14446.11
622,7,3,11,16,12,816.1200000000001,3.9,812.2200000000001
45,24,3,9,8,97,62284.67,175.8,62108.87
73,36,2,17,8,31,29497.43,12.08,29485.35
639,15,3,11,8,91,63098.49,176.84,62921.65
187,36,3,10,2,57,54237.21,283.88,53953.33
295,21,3,8,17,13,12936.69,187.1,12749.59
149,15,1,23,4,74,51310.86,91.3,51219.56
447,1,3,4,17,17,11089.95,103.99,10985.96
476,13,1,8,2,92,77963.56,17.59,77945.97
11,21,1,25,2,25,16308.75,82.34,16226.41
566,13,2,19,17,31,26270.33,0.51,26269.82
553,17,1,6,2,41,34447.79,251.12,34196.67
521,30,1,18,16,12,5181.84,114.36,5067.4800000000005
93,23,3,18,8,69,68663.97,125.49,68538.48
224,3,3,4,2,2,773.14,12.92,760.22
99,43,2,21,8,95,25517.95,39.52,25478.43
677,30,2,18,8,19,8204.58,31.16,8173.42
69,4,3,4,8,84,30576.84,83.11,30493.73
531,23,2,17,8,33,32839.29,195.24,32644.05
658,43,2,5,2,61,16385.21,73.76,16311.45
376,23,1,7,17,98,97522.74,113.26,97409.48
489,5,1,12,4,13,8580.65,18.34,8562.31
526,9,2,25,2,7,3031.7000000000003,3.98,3027.7200000000003
730,1,1,11,8,10,6523.5,98.62,6424.88
78,22,2,5,15,77,67209.45,61.98,67147.47
271,14,2,3,4,40,18443.6,29.4,18414.2
534,13,1,18,8,24,20338.32,131.16,20207.16
491,31,2,4,17,76,17390.32,27.34,17362.98
344,23,3,24,16,96,95532.48,111.45,95421.03
650,14,3,7,2,53,24437.77,20.35,24417.42
554,21,2,3,15,95,41144.5,77.28,41067.22
504,5,3,18,8,25,16501.25,29.29,16471.96
730,21,1,25,2,61,22204.61,85.03,22119.58
660,13,2,15,16,51,43218.93,9.57,43209.36
345,4,3,9,16,75,27300.75,108.49,27192.26
548,4,3,5,15,65,23660.65,98.29,23562.36
272,5,1,10,8,42,27722.1,158.75,27563.35
431,36,1,1,15,9,8563.77,133.14,8430.630000000001
55,28,3,3,4,22,1017.06,2.61,1014.45
440,17,2,23,15,52,43689.880000000005,124.36,43565.52
730,3,2,12,2,76,29379.32,39.82,29339.5
730,21,1,15,15,100,43182.0,119.64,43062.36
568,5,2,11,2,11,7260.549999999999,134.74,7125.81
500,21,1,1,16,58,48731.02,156.8,48574.22
175,7,3,24,16,79,5372.79,17.57,5355.22
606,36,1,21,8,34,32352.02,111.41,32240.61
54,22,3,3,2,30,26185.5,53.48,26132.02
375,14,2,12,8,35,16138.15,2.32,16135.83
304,1,3,3,4,81,52840.35,146.89,52693.46
274,21,3,15,8,61,56748.3,215.01,56533.28999999999
623,30,3,7,4,32,13818.24,115.62,13702.62
194,43,2,5,16,69,18534.09,9.66,18524.43
490,16,3,12,8,69,44926.59,77.05,44849.54
255,31,1,3,17,63,14415.66,15.12,14400.54
106,36,1,5,4,87,82783.11,238.69,82544.42
117,28,1,10,15,35,1618.05,3.73,1614.32
547,9,2,8,4,30,12993.0,74.12,12918.88
26,14,3,8,4,36,16599.239999999998,67.31,16531.929999999997
570,11,2,17,15,48,44654.4,130.68,44523.72
683,21,1,4,8,20,13022.2,13.72,13008.48
650,3,3,11,4,70,27059.9,81.19,26978.71
147,15,2,1,17,26,18028.14,203.94,17824.2
669,5,1,10,17,78,51483.9,22.96,51460.94
700,13,2,5,4,32,27117.76,233.87,26883.89
627,5,3,23,2,56,36962.8,136.59,36826.21
160,11,1,25,4,27,25118.1,206.72,24911.38
357,5,1,24,8,60,39603.0,98.34,39504.66
560,3,3,8,17,69,26673.33,33.34,26639.99
521,24,1,23,2,3,1926.33,93.98,1832.35
473,24,3,17,16,33,21189.63,140.48,21049.15
291,5,1,8,17,96,63364.8,80.51,63284.28999999999
464,16,2,12,4,28,18231.08,46.77,18184.31
307,30,1,9,2,91,39295.62,54.85,39240.77
192,31,1,25,17,59,13500.38,68.38,13432.0
514,3,3,15,2,86,33245.02,114.33,33130.689999999995
280,9,1,24,8,70,30317.0,74.0,30243.0
130,23,1,10,4,31,30849.03,286.06,30562.97
222,21,3,9,15,57,3876.57,0.35,3876.22
422,3,1,11,8,27,10437.39,12.19,10425.2
586,24,2,7,8,21,13484.31,186.65,13297.66
525,16,1,8,8,33,21486.63,83.17,21403.460000000003
185,21,3,4,2,62,40923.1,6.17,40916.93
671,16,1,19,2,22,14324.42,131.06,14193.36
132,9,3,25,15,3,1299.3000000000002,75.28,1224.0200000000002
210,43,1,4,15,96,25786.56,34.57,25751.99
287,16,3,18,17,85,55344.35,189.95,55154.4
192,30,3,7,2,74,31954.68,67.58,31887.1
93,43,1,25,2,44,11818.84,15.77,11803.07
222,24,3,15,15,92,59074.12,190.57,58883.55
249,4,2,15,8,51,18564.51,82.18,18482.33
23,5,2,9,15,57,37622.85,154.28,37468.57
701,16,1,19,17,72,46879.92,174.1,46705.82
730,24,3,3,15,88,56505.68,31.75,56473.93
730,11,3,17,16,15,13954.5,200.89,13753.61
469,11,1,24,17,42,39072.6,125.07,38947.53
609,22,1,24,4,32,27931.2,187.05,27744.15
51,17,2,8,4,99,83178.81000000001,108.1,83070.71
346,7,2,10,15,99,6732.990000000001,10.39,6722.6
695,30,1,4,2,88,38000.16,91.45,37908.71
47,28,1,23,17,7,323.61,1.9,321.71
155,9,2,4,16,87,37679.7,77.47,37602.23
616,23,1,19,4,35,34829.55,244.75,34584.8
352,14,3,6,15,32,14754.88,52.25,14702.63
265,21,3,8,15,40,2720.4,17.32,2703.08
482,13,1,10,2,39,33049.77,229.96,32819.81
52,4,3,19,17,80,29120.8,34.39,29086.41
171,13,3,12,2,34,28812.62,186.75,28625.87
269,23,3,1,17,96,95532.48,272.45,95260.03
639,21,3,12,15,86,33245.02,61.65,33183.369999999995
730,24,2,5,4,28,17979.08,66.82,17912.260000000002
159,16,3,18,15,28,18231.08,129.95,18101.13
377,13,1,18,15,75,63557.24999999999,165.6,63391.65
174,15,1,10,4,59,40910.01,103.05,40806.96
323,4,3,23,16,46,16744.46,14.04,16730.42
730,11,3,17,17,61,56748.3,105.69,56642.60999999999
662,43,3,5,17,2,537.22,62.27,474.9500000000001
681,21,1,11,15,26,17161.3,42.25,17119.05
664,7,3,24,8,45,3060.4500000000003,2.83,3057.6200000000003
525,21,1,12,15,33,27965.19,221.55,27743.64
62,13,3,6,15,49,41524.07,153.19,41370.88
653,4,2,3,4,40,14560.4,44.29,14516.11
109,21,3,17,2,33,21781.65,170.42,21611.23
535,4,1,15,15,20,7280.2,77.02,7203.179999999999
521,21,2,19,16,96,41577.600000000006,33.06,41544.54000000001
442,16,3,14,17,24,15626.64,40.15,15586.49
379,16,1,14,15,94,61204.34,133.16,61071.18
39,13,1,18,17,88,74573.84,10.86,74562.98
730,1,1,6,16,26,16961.100000000002,175.89,16785.210000000003
259,22,1,25,8,54,47133.9,178.77,46955.130000000005
573,30,3,4,17,40,17272.8,111.11,17161.69
428,23,1,3,2,28,27863.64,192.09,27671.55
496,7,2,25,8,57,3876.57,7.95,3868.62
730,7,1,5,16,27,1836.27,10.08,1826.1900000000005
431,21,2,11,17,73,31616.300000000003,112.31,31503.99
609,14,1,6,15,29,13371.61,36.44,13335.169999999998
730,30,2,21,17,79,34113.78,122.38,33991.4
702,31,2,10,15,87,19907.34,50.02,19857.32
478,11,2,24,8,26,24187.8,147.59,24040.21
307,5,1,10,2,95,62704.74999999999,186.88,62517.87
509,9,3,23,15,41,17757.100000000002,79.83,17677.27
214,22,1,25,16,49,42769.65,196.72,42572.93
132,1,3,11,16,15,9785.25,65.91,9719.34
334,36,1,6,16,17,16176.01,11.87,16164.14
703,16,1,23,15,45,29299.95,23.17,29276.78
109,16,3,24,17,6,3906.66,106.56,3800.1
193,1,3,10,17,48,31312.800000000003,19.93,31292.870000000003
730,15,3,15,17,78,54084.42,123.53,53960.89
222,22,1,14,16,39,34041.15,256.22,33784.93
33,13,2,19,16,56,47456.08,166.71,47289.37
656,11,2,17,4,89,82796.7,151.59,82645.11
730,22,2,12,15,64,55862.4,108.99,55753.41
628,7,3,4,15,42,2856.42,9.69,2846.73
280,16,2,25,17,84,54693.24,14.76,54678.48
16,4,3,1,16,78,28392.78,58.13,28334.65
152,13,2,15,8,20,16948.6,220.04,16728.559999999998
209,22,2,17,17,83,72446.55,122.48,72324.07
198,16,3,5,4,22,14324.42,47.93,14276.49
730,16,2,8,4,10,6511.1,174.43,6336.67
328,1,3,17,2,32,20875.2,138.89,20736.31
730,5,2,25,15,30,19801.5,68.47,19733.03
88,5,1,24,17,29,19141.45,23.76,19117.69
555,23,2,11,17,26,25873.38,155.19,25718.19
418,28,3,6,17,26,1201.98,12.37,1189.61
652,30,2,19,16,81,34977.42,28.44,34948.98
356,21,1,10,4,72,33198.48,41.16,33157.31999999999
209,5,1,6,16,52,34322.6,29.77,34292.83
500,3,2,8,4,49,18941.93,12.75,18929.18
34,13,1,6,4,39,33049.77,146.81,32902.96
576,5,1,11,16,9,5940.45,119.84,5820.61
387,24,3,3,8,67,43021.37,127.01,42894.36
475,23,1,1,4,71,70654.23,199.44,70454.79
53,3,2,23,17,38,14689.66,5.5,14684.16
629,15,2,23,16,72,49924.08,115.87,49808.21
704,16,1,14,17,9,5859.99,94.46,5765.53
502,21,3,9,17,61,26419.1,72.39,26346.710000000003
456,23,2,19,4,67,66673.71,149.19,66524.52
730,1,3,6,17,30,19570.5,11.87,19558.63
550,30,3,12,2,12,5181.84,115.02,5066.82
705,31,1,17,8,44,10068.08,14.75,10053.33
476,43,3,15,4,66,17728.260000000002,0.36,17727.9
656,21,3,14,4,90,89561.7,139.96,89421.73999999999
31,7,1,24,4,30,2040.3,14.11,2026.1900000000005
462,21,3,10,15,23,1063.29,0.58,1062.71
184,24,1,17,17,49,31463.39,46.43,31416.96
284,23,3,24,15,93,92547.09,89.53,92457.56
366,43,3,14,4,70,18802.7,12.48,18790.22
616,36,3,12,8,82,78025.45999999999,283.06,77742.4
730,9,3,15,15,84,36380.4,22.95,36357.45
664,7,2,1,17,95,6460.950000000001,18.06,6442.89
730,15,3,4,15,53,36749.67,53.82,36695.85
169,22,1,19,15,26,22694.1,74.63,22619.47
283,13,3,6,4,46,38981.78,105.24,38876.54
95,36,2,6,17,92,87540.76,157.69,87383.06999999999
643,5,2,12,17,4,2640.2,187.92,2452.28
206,13,3,12,16,24,20338.32,186.15,20152.17
238,16,3,3,16,21,13673.31,85.97,13587.34
435,11,2,6,2,48,44654.4,78.17,44576.23
156,4,3,8,4,19,6916.19,74.97,6841.219999999999
438,21,3,12,2,78,74219.34,113.17,74106.17
27,21,2,3,8,66,15102.12,32.56,15069.56
21,43,2,3,4,8,2148.88,70.94,2077.94
217,9,1,21,2,73,31616.300000000003,71.7,31544.6
103,30,3,14,2,64,27636.48,13.06,27623.42
465,14,1,9,16,72,33198.48,51.32,33147.16
76,30,2,6,17,54,23318.28,67.26,23251.02
583,17,1,14,4,40,33607.600000000006,160.11,33447.490000000005
308,30,1,12,16,81,34977.42,92.75,34884.67
730,5,1,11,8,74,48843.7,34.16,48809.53999999999
233,30,1,17,4,58,25045.56,58.74,24986.82
7,14,2,18,16,17,7838.53,120.52,7718.009999999999
1,21,3,8,4,100,38657.0,20.29,38636.71
28,4,2,5,17,8,2912.08,67.09,2844.99
521,9,1,24,8,38,16457.8,34.41,16423.39
695,23,2,10,2,6,5970.78,47.06,5923.719999999999
469,13,3,5,15,92,77963.56,82.59,77880.97
254,9,2,7,17,99,42876.9,93.39,42783.51
642,9,3,7,8,53,22954.300000000003,27.46,22926.840000000004
10,5,1,17,16,20,13201.0,126.92,13074.08
647,22,3,18,15,42,36659.7,41.5,36618.2
384,4,2,11,16,24,8736.24,82.78,8653.46
460,3,3,21,17,46,17782.22,2.83,17779.39
388,4,3,7,4,34,12376.34,60.48,12315.86
595,22,3,24,15,90,78556.5,81.96,78474.54
176,23,1,18,2,73,72644.49,52.02,72592.47
39,36,2,25,17,93,88492.29,104.9,88387.39
699,43,2,1,17,48,12893.28,64.68,12828.6
191,9,2,10,8,54,23387.4,56.56,23330.84
541,23,3,15,17,5,4975.65,247.29,4728.36
157,15,1,15,15,27,18721.53,46.89,18674.64
439,9,1,25,17,70,30317.0,23.22,30293.78
588,14,2,14,16,84,38731.56,62.8,38668.76
730,14,1,18,17,98,45186.82,83.42,45103.4
489,1,2,1,16,100,65235.0,129.55,65105.45
192,16,2,12,2,59,38415.49,120.97,38294.52
35,13,2,15,8,92,77963.56,224.8,77738.76
374,30,1,24,2,92,39727.44,76.99,39650.45
312,23,1,11,2,38,37814.94,26.56,37788.380000000005
2,4,1,12,4,3,1092.03,1.38,1090.65
706,22,3,24,8,90,78556.5,101.49,78455.01
91,9,2,15,8,66,28584.6,71.69,28512.910000000003
434,4,2,18,15,70,25480.7,61.19,25419.51
520,11,3,4,15,23,21396.9,90.86,21306.04
487,11,2,18,2,71,66051.3,3.84,66047.46
730,9,1,7,4,32,13859.2,28.1,13831.1
653,24,2,9,15,43,27610.73,97.44,27513.29
154,9,2,15,15,98,42443.8,76.81,42366.990000000005
278,43,3,17,4,13,3491.9300000000003,70.13,3421.8
85,21,1,18,2,59,25477.38,60.22,25417.16
229,28,2,7,15,76,3513.48,11.9,3501.5799999999995
565,21,3,9,17,65,61849.45,276.23,61573.22
290,31,2,1,17,82,18763.24,35.96,18727.28
730,31,3,8,4,33,7551.059999999999,53.98,7497.08
653,1,2,11,16,29,18918.15,137.45,18780.7
90,13,3,15,2,3,2542.29,179.8,2362.49
17,15,1,1,16,32,22188.48,55.85,22132.63
98,11,1,18,16,57,53027.1,209.0,52818.1
500,17,3,19,2,29,24365.51,129.16,24236.35
328,11,2,19,16,44,40933.2,29.07,40904.13
730,30,1,6,8,54,23318.28,44.37,23273.91
487,17,3,21,2,82,68895.58,11.44,68884.14
552,9,1,17,15,49,21221.9,84.01,21137.890000000003
730,13,3,1,2,83,70336.69,135.28,70201.41
184,3,2,4,15,6,2319.42,88.26,2231.16
277,15,2,8,16,42,29122.38,67.38,29055.0
610,16,1,7,15,37,24091.07,16.41,24074.66
178,9,2,24,4,20,8662.0,83.89,8578.11
536,11,3,10,8,93,86517.9,26.82,86491.07999999999
144,13,3,25,2,92,77963.56,123.2,77840.36
614,15,1,11,8,61,42296.79,56.66,42240.13
507,36,3,11,2,71,67558.63,27.98,67530.65000000001
89,24,2,11,4,57,36600.27,110.86,36489.41
509,22,3,15,15,1,872.85,152.0,720.85
665,30,2,3,2,33,14250.06,107.76,14142.3
94,23,1,24,2,29,28858.77,55.58,28803.19
575,23,3,8,17,20,19902.6,295.08,19607.52
532,5,1,5,8,48,31682.4,7.15,31675.25
41,11,3,15,8,53,49305.9,273.45,49032.45
197,36,2,18,2,86,81831.58,184.58,81647.0
39,30,3,17,4,90,38863.8,70.59,38793.21000000001
32,43,2,11,2,63,16922.43,45.4,16877.03
526,1,2,1,17,70,45664.5,47.97,45616.53
333,9,3,10,17,14,6063.400000000001,16.33,6047.070000000001
16,17,3,6,16,33,27726.27,115.5,27610.77
625,17,3,14,15,58,48731.02,200.81,48530.21000000001
730,11,2,17,17,87,80936.09999999999,185.81,80750.29
203,5,2,18,16,29,19141.45,100.95,19040.5
308,36,3,23,16,9,8563.77,162.63,8401.140000000001
406,5,1,21,15,78,51483.9,80.94,51402.95999999999
146,22,3,7,17,24,20948.4,59.74,20888.66
730,30,3,21,15,53,22886.46,34.07,22852.39
538,30,2,14,4,62,26772.84,93.58,26679.26
448,11,2,4,8,86,80005.8,197.6,79808.2
707,9,1,6,15,95,41144.5,107.26,41037.24
1,43,3,1,2,4,1074.44,33.83,1040.61
575,16,1,15,16,31,20184.41,23.37,20161.04
340,21,1,15,16,18,12481.02,164.26,12316.76
421,13,3,12,4,74,62709.82,104.74,62605.08
708,15,1,8,17,36,24962.04,114.76,24847.28
216,15,2,11,17,91,63098.49,177.32,62921.17
556,21,1,19,15,77,33348.700000000004,89.64,33259.060000000005
4,15,3,24,4,78,54084.42,22.49,54061.93
730,24,3,7,15,19,12200.09,143.81,12056.28
706,30,3,24,16,1,431.82,20.97,410.85
647,3,1,14,16,99,38270.43,16.44,38253.99
580,17,2,21,4,93,78137.67,20.61,78117.06
14,21,1,3,2,88,81866.4,86.46,81779.93999999999
449,43,3,25,15,42,11281.62,16.82,11264.8
470,28,3,12,8,85,3929.55,13.76,3915.79
68,36,3,12,15,88,83734.64,254.11,83480.53
195,15,2,4,16,66,45763.74,161.67,45602.07
619,14,1,3,15,62,28587.58,91.41,28496.17
229,17,3,24,15,4,3360.76,201.97,3158.7900000000004
588,31,3,1,17,50,11441.0,40.64,11400.36
730,11,3,19,17,46,42793.8,128.54,42665.26
730,22,3,23,15,86,75065.1,45.91,75019.19
88,30,2,5,16,87,37568.34,118.55,37449.78999999999
335,30,3,14,17,79,34113.78,2.15,34111.63
556,7,1,19,15,30,2040.3,7.12,2033.1800000000003
646,15,3,23,2,8,5547.12,179.82,5367.3
287,24,1,10,16,92,59074.12,45.32,59028.8
214,21,1,17,8,44,41867.32,153.48,41713.84
571,17,2,12,16,45,37808.55,125.98,37682.57
128,31,3,1,4,31,7093.42,62.51,7030.91
588,22,2,18,15,84,73319.40000000001,68.08,73251.32
316,28,3,15,2,21,970.83,7.57,963.26
21,43,2,23,15,48,12893.28,48.39,12844.89
159,5,3,12,2,30,19801.5,100.62,19700.88
730,43,1,23,4,31,8326.91,46.99,8279.92
9,22,3,4,8,95,82920.75,60.86,82859.89
2,7,2,10,8,19,1292.19,18.06,1274.13
206,17,1,3,8,37,31087.03,195.48,30891.550000000003
588,31,2,14,4,30,6864.599999999999,41.84,6822.759999999999
659,16,2,14,8,96,62506.56,113.05,62393.51
730,23,3,10,15,48,47766.24,161.81,47604.43
164,23,3,5,17,62,61698.06,79.97,61618.09
140,17,1,9,17,1,840.19,16.25,823.94
142,7,1,12,16,31,2108.31,14.62,2093.69
730,9,1,25,17,80,34648.0,76.94,34571.06
359,43,3,6,16,40,10744.4,22.9,10721.500000000002
234,43,2,3,15,41,11013.01,0.86,11012.15
500,1,2,6,15,49,31965.15,100.52,31864.63
70,36,3,23,15,14,13321.42,193.71,13127.71
153,13,2,10,8,45,38134.35,73.09,38061.26
529,13,2,24,15,43,36439.49,61.04,36378.45
560,21,3,9,15,83,38270.47,103.32,38167.15
360,4,2,4,17,54,19656.54,2.83,19653.71
634,43,1,6,8,60,16116.6,31.9,16084.7
376,22,2,12,8,93,81175.05,45.96,81129.09
461,36,2,12,15,94,89443.81999999999,200.79,89243.03
39,30,2,12,15,20,8636.4,105.54,8530.859999999999
224,3,2,10,16,79,30539.03,32.67,30506.36
624,11,3,8,17,80,74424.0,28.51,74395.49
33,21,2,17,15,3,1953.33,187.01,1766.32
342,1,2,6,2,73,47621.55,159.62,47461.93
304,13,1,18,17,45,38134.35,16.18,38118.17
150,13,3,21,16,27,22880.61,3.77,22876.84
678,36,2,12,8,77,73267.81,150.36,73117.45
410,17,2,15,16,32,26886.08,211.84,26674.24
88,9,2,6,2,9,3897.9,124.6,3773.3
389,11,1,6,16,36,33490.8,80.49,33410.31
354,43,2,10,4,39,10475.79,56.79,10419.0
652,31,1,7,4,6,1372.92,55.34,1317.5800000000002
273,15,1,23,15,45,31202.55,180.07,31022.48
471,7,2,4,17,25,1700.2500000000002,17.31,1682.9400000000005
489,31,1,18,17,26,5949.32,0.63,5948.69
730,1,2,11,17,96,62625.600000000006,189.47,62436.130000000005
697,9,2,12,15,40,17324.0,36.49,17287.51
701,21,2,11,16,34,1571.82,1.69,1570.13
460,11,2,11,2,7,6512.099999999999,261.61,6250.49
550,4,3,17,15,31,11284.31,32.55,11251.76
563,5,1,14,4,17,11220.85,21.65,11199.2
592,17,3,7,2,70,58813.3,88.76,58724.54
730,21,2,23,4,77,5236.77,4.69,5232.080000000001
226,1,2,9,16,73,47621.55,178.46,47443.09
456,43,1,14,16,91,24443.51,55.15,24388.36
709,14,3,11,8,56,25821.04,61.09,25759.95
175,21,1,19,8,59,38488.65,37.51,38451.14
538,1,2,24,8,84,54797.4,75.05,54722.35
495,24,3,6,2,25,16052.75,68.8,15983.95
218,14,1,24,15,62,28587.58,103.58,28484.0
437,43,3,15,16,20,5372.200000000001,76.61,5295.590000000001
545,4,3,10,15,60,21840.6,91.21,21749.39
489,23,2,8,15,50,49756.5,109.85,49646.65
237,21,3,4,15,72,62845.2,44.61,62800.59
58,43,1,8,15,73,19608.53,78.26,19530.270000000004
63,23,2,18,2,47,46771.11,170.62,46600.49
565,7,2,14,2,31,2108.31,19.44,2088.87
710,4,3,15,2,80,29120.8,65.7,29055.1
730,28,3,15,16,20,924.6,7.78,916.82
730,21,3,11,17,11,4764.1,84.34,4679.76
